field_id,catalog_version,field_name,page_name,section_name_en,section_name_fr,section_order,panel_name,panel_suffix,point_type,mitigation_phase,answer_type,is_mandatory,visible_if,option_count,max_points,text_en,text_fr,guidance_en,guidance_fr
39,0.10.0,impact20,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe the criteria used to evaluate client data and the operations applied to process it.,Veuillez décrire les critères utilisés pour évaluer les données des clients et les procédures appliquées pour les traiter.,,
40,0.10.0,impact21,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe the output produced by the system and any relevant information needed to interpret it in the context of the administrative decision.,Veuillez décrire le résultat produit par le système et les renseignements pertinents nécessaires à l’interprétation dans le contexte de la décision administrative.,,
41,0.10.0,impact22,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,2,Will the system perform an assessment or other operation that would not otherwise be completed by a human?,Le système effectuera-t-il une évaluation ou une autre activité qui ne serait autrement pas réalisée par un humain?,,
42,0.10.0,impact23,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact22} contains [""item1-2""]",0,0,"If yes, please describe the relevant function(s) of the system.","Si oui, veuillez décrire la ou les fonctions pertinentes du système.",,
43,0.10.0,impact5,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,4,Is the system used by a different part of the organization than the ones who developed it?,Le système est-il utilisé par une partie de l’organisation différente de celle à laquelle appartiennent ceux qui l’ont développé?,,
44,0.10.0,impact6,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,Are the impacts resulting from the decision reversible?,Les incidences découlant de la décision sont-elles réversibles?,,
45,0.10.0,impact7,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,How long will impacts from the decision last?,Combien de temps les incidences de la décision dureront-elles?,,
46,0.10.0,impact8,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe why the impacts resulting from the decision are as per selected option above.,Veuillez indiquer pour quelle raison les incidences découlant de la décision sont (selon l’option sélectionnée ci-dessus). ,,
47,0.10.0,impact9,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,The impacts that the decision will have on the rights or freedoms of individuals will likely be:,Les incidences de la décision sur les droits ou libertés des personnes seront probablement les suivantes :,,
48,0.10.0,impact10,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe why the impacts resulting from the decision are as per selected option above.,Veuillez indiquer pour quelle raison les incidences découlant de la décision sont (selon l’option sélectionnée ci-dessus).,,
49,0.10.0,impact24,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,"The impacts that the decision will have on the equality, dignity, privacy, and autonomy of individuals will likely be:","Les incidences de la décision sur l’égalité, la dignité, la vie privée et l’autonomie des personnes seront probablement :",,
50,0.10.0,impact25,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe why the impacts resulting from the decision are as per selected option above.,Veuillez indiquer pour quelle raison les incidences découlant de la décision sont (selon l’option sélectionnée ci-dessus).,,
51,0.10.0,impact11,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,The impacts that the decision will have on the health and well-being of individuals will likely be:,Les incidences de la décision sur la santé et le bien-être des personnes seront probablement les suivantes :,,
52,0.10.0,impact12,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe why the impacts resulting from the decision are as per selected option above.,Veuillez indiquer pour quelle raison les incidences découlant de la décision sont (selon l’option sélectionnée ci-dessus).,,
53,0.10.0,impact13,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,The impacts that the decision will have on the economic interests of individuals will likely be:,Les incidences de la décision sur les intérêts économiques des personnes seront probablement les suivantes :,,
54,0.10.0,impact14,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe why the impacts resulting from the decision are as per selected option above.,Veuillez indiquer pour quelle raison les incidences découlant de la décision sont (selon l’option sélectionnée ci-dessus).,,
55,0.10.0,impact15,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,"The impacts that the decision will have on the ongoing sustainability of an environmental ecosystem, will likely be:",Les incidences de la décision sur la pérennité d’un écosystème environnemental seront probablement les suivantes :,,
56,0.10.0,impact16,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe why the impacts resulting from the decision are as per selected option above.,Veuillez indiquer pour quelle raison les incidences découlant de la décision sont (selon l’option sélectionnée ci-dessus).,,
57,0.10.0,aboutDataSource1,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,Will the Automated Decision System use personal information as input data?,Le système de décision automatisé utilisera-t-il des renseignements personnels comme données d’entrée?,,
58,0.10.0,aboutDataSource9,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,"{aboutDataSource1} = ""item1-4""",2,4,Have you verified that the use of personal information is limited to only what is directly related to delivering a program or service?,Avez-vous vérifié que l'utilisation des renseignements personnels est limitée à ce qui est directement lié à la prestation d'un programme ou d'un service?,,
59,0.10.0,aboutDataSource10,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,"{aboutDataSource1} = ""item1-4""",2,2,Is the personal information of individuals being used in a decision-making process that directly affects those individuals?,Les renseignements personnels des individus sont-ils utilisés dans un processus décisionnel qui affecte directement ces individus?,,
60,0.10.0,aboutDataSource11,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,"{aboutDataSource1} = ""item1-4""",2,1,Have you verified if the system is using personal information in a way that is consistent with: (a) the current Personal Information Banks (PIBs) and Privacy Impact Assessments (PIAs) of your programs or (b) planned or implemented modifications to the PIBs or PIAs that take new uses and processes into account?,Avez-vous vérifié si le système utilise les renseignements personnels d'une manière compatible avec: (a) les fichiers de renseignements personnels (FRP) et évaluations des facteurs relatifs à la vie privée (EFVP) de vos programmes ou (b) les modifications prévues ou mises en oeuvre des FRP ou des EFVP qui tiennent compte des nouveaux usages et processus?,,
61,0.10.0,aboutDataSource12,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,text,N,"{aboutDataSource11} = ""item1-0""",0,0,Please list relevant PIB Bank Numbers.,Veuillez énumérer les numéros de fichiers FRP pertinents.,,
62,0.10.0,aboutDataSource2,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,5,4,What is the highest security classification of the input data used by the system? (Select one),Quelle est la classification de sécurité la plus élevée des données d’entrée utilisées par le système? (N’en choisir qu’une seule),,
63,0.10.0,aboutDataSource3,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,4,3,Who controls the data?,Qui contrôle les données?,,
64,0.10.0,aboutDataSource4,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,Will the system use data from multiple different sources?,Les données utilisées par le système proviendront-elles de plusieurs sources différentes?,,
65,0.10.0,aboutDataSource5,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,"Will the system require input data from an Internet- or telephony-connected device? (e.g. Internet of Things, sensor)","Le système aura-t-il besoin de données d’entrée provenant d’un appareil connecté à Internet ou à la téléphonie? (P. ex., internet des objets, un Capteur)",,
66,0.10.0,aboutDataSource6,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,Will the system interface with other IT systems?,Le système interagira-t-il avec d’autres systèmes des TI?,,
67,0.10.0,aboutDataSource7,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,4,4,Who collected the data used for training the system?,Qui a recueilli les données utilisées pour préparer le système? ,,
68,0.10.0,aboutDataSource8,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,4,4,Who collected the input data used by the system?,Qui a recueilli les données d’entrée utilisées par le système?,,
69,0.10.0,aboutDataSource13,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,,0,0,"Please describe the input data collected and used by the system, its source, and method of collection.","Veuillez décrire les données d’entrée collectées et utilisées par le système, leur source et leur méthode de collecte.",,
70,0.10.0,aboutDataType1,aboutData,About the Data,À propos des données,10,aboutDataTypePanel-RS,RS,raw,,radiogroup,N,,2,0,Will the system require the analysis of unstructured data to render a recommendation or a decision?,Le système exigera-t-il l’analyse de données non structurées pour faire une recommandation ou prendre une décision?,,
71,0.10.0,aboutDataType2,aboutData,About the Data,À propos des données,10,aboutDataTypePanel-RS,RS,raw,,checkbox,N,"{aboutDataType1} = ""item1""",2,6,What types of unstructured data? (Check all that apply),De quel type de données non structurées s’agit-il (Cochez toutes les réponses qui s’appliquent)?,,
72,0.10.0,consultationDesign1,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,"Internal Stakeholders (federal institutions, including the federal public service)","Intervenants internes (institutions fédérales, y compris la fonction publique fédérale)",,
73,0.10.0,consultationDesign2,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,checkbox,N,"{consultationDesign1} = ""item1-1""",16,0,Which Internal Stakeholders will you be engaging?,Quels intervenants internes allez-vous consulter?,,
