submission_id,system_id,catalog_version,field_name,question_uid,point_type,points,answer_value_raw,option_index,answer_text_en,answer_text_fr,is_free_text,translation_source,mapped
9-1,9,1.0.1,privacyImplementation5,100,mitigation,0,"A Privacy Impact Assessment (PIA) is intended to be completed for the International Student Program, within which the privacy impacts of this system will be addressed. While the PIA is being completed, privacy mitigation measures have been put in place. Specifically, the privacy notice on the application already informs clients that advanced analytics and automation tools may be used during the processing of their application. IRCC's external digital transparency web page will be updated so clients are aware of the use of this system in processing their application. Personal Information Banks are already up to date. Standard practices to ensure data quality and safeguard client information remain in place.",,"A Privacy Impact Assessment (PIA) is intended to be completed for the International Student Program, within which the privacy impacts of this system will be addressed. While the PIA is being completed, privacy mitigation measures have been put in place. Specifically, the privacy notice on the application already informs clients that advanced analytics and automation tools may be used during the processing of their application. IRCC's external digital transparency web page will be updated so clients are aware of the use of this system in processing their application. Personal Information Banks are already up to date. Standard practices to ensure data quality and safeguard client information remain in place.","Une évaluation des facteurs relatifs à la vie privée (EFVP) sera réalisée pour le Programme des étudiants étrangers afin d'analyser les incidences de ce système sur la protection de la vie privée. En attendant la réalisation de l'EFVP, des mesures d'atténuation des risques pour la protection de la vie privée ont été mises en place. Plus précisément, l'avis de confidentialité figurant dans l'application informe déjà les clients que des outils d'analyse avancée et d'automatisation pourraient être utilisés lors du traitement de leur demande. La page Web externe d'IRCC sur la transparence numérique sera mise à jour afin que les clients soient informés de l'utilisation de ce système pour le traitement de leur demande. Les banques de renseignements personnels sont déjà à jour. Les pratiques courantes visant à assurer la qualité des données et à protéger les renseignements des clients demeurent en vigueur.
",Y,submitted_translation,Y
9-1,9,1.0.1,privacyImplementation2,72,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,privacyImplementation2A,205,mitigation,0,The development and implementation of the tool take place within the protected B environment. ,,The development and implementation of the tool take place within the protected B environment. ,Le développement et la mise en œuvre de l'outil se déroulent dans l'environnement protégé B.,Y,submitted_translation,Y
9-1,9,1.0.1,privacyImplementation9,206,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,privacyImplementation9A,205,mitigation,0,"A Privacy Impact Assessment (PIA) is intended to be completed for the International Student Program, within which the privacy impacts of this system will be addressed. While the PIA is completed, privacy mitigation measures have been put in place. Specifically, the privacy notice on the application already informs clients that advanced analytics and automation tools may be used during the processing of their application. IRCC's external digital transparency web page will be updated so clients are aware of the use of this system in processing their application. Personal Information Banks are already up to date. Standard practices to ensure data quality and safeguard client information remain in place.",,"A Privacy Impact Assessment (PIA) is intended to be completed for the International Student Program, within which the privacy impacts of this system will be addressed. While the PIA is completed, privacy mitigation measures have been put in place. Specifically, the privacy notice on the application already informs clients that advanced analytics and automation tools may be used during the processing of their application. IRCC's external digital transparency web page will be updated so clients are aware of the use of this system in processing their application. Personal Information Banks are already up to date. Standard practices to ensure data quality and safeguard client information remain in place.","Une évaluation des facteurs relatifs à la vie privée (EFVP) sera réalisée pour le Programme des étudiants étrangers afin d'analyser les incidences de ce système sur la protection de la vie privée. En attendant la réalisation de l'EFVP, des mesures d'atténuation des risques pour la protection de la vie privée ont été mises en place. Plus précisément, l'avis de confidentialité figurant dans l'application informe déjà les clients que des outils d'analyse avancée et d'automatisation pourraient être utilisés lors du traitement de leur demande. La page Web externe d'IRCC sur la transparence numérique sera mise à jour afin que les clients soient informés de l'utilisation de ce système pour le traitement de leur demande. Les banques de renseignements personnels sont déjà à jour. Les pratiques courantes visant à assurer la qualité des données et à protéger les renseignements des clients demeurent en vigueur.",Y,submitted_translation,Y
9-1,9,1.0.1,privacyImplementation3,77,mitigation,0,item2-0,1,No,Non,N,catalog,Y
9-1,9,1.0.1,privacyImplementation4,78,mitigation,0,item2-0,1,No,Non,N,catalog,Y
9-1,9,1.0.1,privacyImplementation7,102,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,privacyImplementation8,103,mitigation,0,"Personal information, such as name, date of birth and addresses will not be used by the system.",,"Personal information, such as name, date of birth and addresses will not be used by the system.","Les informations personnelles, telles que le nom, la date de naissance et l'adresse, ne seront pas utilisées par le système.",Y,submitted_translation,Y
10-1,10,0.10.0,projectDetailsRespondent,1,none,0,"Sabrina Nandkissore, Dan Cooper",,"Sabrina Nandkissore, Dan Cooper","Sabrina Nandkissore, Dan Cooper",Y,submitted_translation,Y
10-1,10,0.10.0,projectDetailsJob,2,none,0,"Strategic Analyst, Director of the Client Centered Change Team",,"Strategic Analyst, Director of the Client Centered Change Team","Analyste, Directeur, Équipe de changement axée sur le client",Y,submitted_translation,Y
10-1,10,0.10.0,projectDetailsDepartment-NS,3,none,0,056,44,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,N,catalog,Y
10-1,10,0.10.0,projectDetailsBranch,4,none,0,Human Resources Division,,Human Resources Division,Division des ressources humaines,Y,submitted_translation,Y
10-1,10,0.10.0,projectDetailsTitle,5,none,0,Using artificial intelligence (AI) to automate candidate evaluations in the staffing process's assessment phase,,Using artificial intelligence (AI) to automate candidate evaluations in the staffing process's assessment phase,Processus de dotation avec la plateforme Knockri : un outil d’évaluation des candidatures,Y,submitted_translation,Y
10-1,10,0.10.0,projectDetailsPhase,51,none,0,item2,1,Implementation,Mise en oeuvre,N,catalog,Y
10-1,10,0.10.0,projectDetailsDescription,6,none,0,"Selection procedures are used to improve hiring decisions and enhance the fairness and objectiveness of the hiring process. Interviews are one of the most popular selection procedures used in the hiring process and are understood to be the most predictive of job performance when they are conducted with a high degree of structure when compared to other commonly used selection procedures. Interviews can be used to assess a range of candidate characteristics, including behavioural attributes. In the current process within the Treasury Board Secretariat (TBS), interviews for candidates applying to work are conducted in-person using a structured approach. However, the time and cost associated with conducting in-person interviews makes it difficult to interview all candidates within a reasonable amount of time and at a reasonable cost. In addition, rater bias is a concern when deploying a structured interview regardless of efforts to mitigate rater bias through rater training. These concerns have led to the exploration of solutions that can reduce the time and cost associated with conducting interviews, resolve potential issues with rater bias, and maintain a high degree of structure and rigor in the interview process. Knockri can measure behavioural attributes related to employee performance within the TBS through a structured behavioural interview that is administered and scored automatically.

As part of the proposed pilot project, Knockri will be used to measure behavioural attributes of job candidates. This assessment is not intended to replace the need for in-person interviews at a later stage in the recruitment process or additional job relevant candidate inputs generally used as part of a hiring decision.

The goal of the proposed pilot project is to reduce the time and cost associated with conducting interviews, resolve potential issues with rater bias, and maintain a high degree of structure and rigor in the interview process. Providing all candidates with equal opportunity for employment within the Canadian government.

Knockri’s solution for talent acquisition and recruitment efforts emphasizes three key benefits. First, automation expedites the recruitment process, reducing the typical wait time from application to the assessment of behavioural attributes from months to days. For example, the behavioural assessment of 400 candidates done via in-person interviews would take more than 400 hours to complete. In many cases this would result in extremely long recruitment process times or the pre-selection of a subset of candidates for assessment, which would mean that not every candidate is given an equal opportunity to be assessed. With automation, all candidates can be given an opportunity to be assessed and the assessment process is completed much quicker. This can enhance the candidate experience and improve sourcing for external talent in a competitive job market. 

The second benefit is the elimination of human errors, inconsistencies, and biases because human evaluators are removed from the assessment job relevant behavioural attributes. Finally, the platform offers a highly structured approach to scheduling assessments, administering assessments, and evaluating candidates. 

The first step of the proposed pilot project involves the identification of behavioural attributes that will be measured by the interview, the development of behavioural rubrics (i.e., list of relevant attribute behaviours), and the creation of behaviourally based interview questions for each attribute being measured by the interview. This work will be completed by a Ph.D. in Industrial-Organizational Psychology that has extensive experience in the development and validation of psychometric assessments for selection and will be done in collaboration with the TBS HR team. 

The next step of the proposed pilot project will involve the administration of the Knockri assessment. The TBS proposes to pilot Knockri to assess pools of AS-01/AS-02 and EX-01 candidates. The entire candidate pool will be invited to take the assessment.  Candidates will receive a link to the Knockri assessment and will be able to complete the assessment at a time that is convenient for them, so long as it is before the assessment deadline set by the TBS. In addition, the candidates will be able to take the assessment in the official language of their choice (i.e., English or French). The Knockri platform has also been tested for accessibility in both official languages. 

After the assessment of candidates is complete, results will be used as one of several inputs to inform decision-making in the hiring process. For the proposed pilot project, TBS intends to review all candidates regardless of their assessment results. Before hiring managers use the system to support their decision-making, Knockri will host a training session that covers the proper interpretation of scores and how they can be used effectively in the overall decision-making process. 

As part of the proposed pilot project, the HR team will engage in research, where technically feasible, to evaluate the performance of the Knockri system. Performance testing will encompass an assessment of the accuracy of interview scores in comparison to human evaluation, as well as an examination of differences in assessment scores across diverse demographic groups. Further analysis will be carried out to quantify the time and resources saved through the utilization of behavioural attribute assessment automation. 

Candidates that are included in the proposed pilot project are not obligated to undergo the Knockri assessment and have the option to request accommodations or opt for an alternative assessment method. The alternative assessment will involve an in-person assessment of behavioural attributes that follows the same administration and scoring procedure used for the automated assessment. In addition to the option to request accommodations or an alternative selection procedure, candidates retain the right to challenge or appeal assessment results if they wish. After completing an assessment, candidates may also inquire about their score. This choice will be clearly communicated to candidates before they opt for the automated assessment.

The proposed pilot project is not designed to change the roles or responsibilities of the existing HR staff. The purpose of the proposed pilot is to examine the viability of implementing this system to achieve the stated goals. ",,"Selection procedures are used to improve hiring decisions and enhance the fairness and objectiveness of the hiring process. Interviews are one of the most popular selection procedures used in the hiring process and are understood to be the most predictive of job performance when they are conducted with a high degree of structure when compared to other commonly used selection procedures. Interviews can be used to assess a range of candidate characteristics, including behavioural attributes. In the current process within the Treasury Board Secretariat (TBS), interviews for candidates applying to work are conducted in-person using a structured approach. However, the time and cost associated with conducting in-person interviews makes it difficult to interview all candidates within a reasonable amount of time and at a reasonable cost. In addition, rater bias is a concern when deploying a structured interview regardless of efforts to mitigate rater bias through rater training. These concerns have led to the exploration of solutions that can reduce the time and cost associated with conducting interviews, resolve potential issues with rater bias, and maintain a high degree of structure and rigor in the interview process. Knockri can measure behavioural attributes related to employee performance within the TBS through a structured behavioural interview that is administered and scored automatically.

As part of the proposed pilot project, Knockri will be used to measure behavioural attributes of job candidates. This assessment is not intended to replace the need for in-person interviews at a later stage in the recruitment process or additional job relevant candidate inputs generally used as part of a hiring decision.

The goal of the proposed pilot project is to reduce the time and cost associated with conducting interviews, resolve potential issues with rater bias, and maintain a high degree of structure and rigor in the interview process. Providing all candidates with equal opportunity for employment within the Canadian government.

Knockri’s solution for talent acquisition and recruitment efforts emphasizes three key benefits. First, automation expedites the recruitment process, reducing the typical wait time from application to the assessment of behavioural attributes from months to days. For example, the behavioural assessment of 400 candidates done via in-person interviews would take more than 400 hours to complete. In many cases this would result in extremely long recruitment process times or the pre-selection of a subset of candidates for assessment, which would mean that not every candidate is given an equal opportunity to be assessed. With automation, all candidates can be given an opportunity to be assessed and the assessment process is completed much quicker. This can enhance the candidate experience and improve sourcing for external talent in a competitive job market. 

The second benefit is the elimination of human errors, inconsistencies, and biases because human evaluators are removed from the assessment job relevant behavioural attributes. Finally, the platform offers a highly structured approach to scheduling assessments, administering assessments, and evaluating candidates. 

The first step of the proposed pilot project involves the identification of behavioural attributes that will be measured by the interview, the development of behavioural rubrics (i.e., list of relevant attribute behaviours), and the creation of behaviourally based interview questions for each attribute being measured by the interview. This work will be completed by a Ph.D. in Industrial-Organizational Psychology that has extensive experience in the development and validation of psychometric assessments for selection and will be done in collaboration with the TBS HR team. 

The next step of the proposed pilot project will involve the administration of the Knockri assessment. The TBS proposes to pilot Knockri to assess pools of AS-01/AS-02 and EX-01 candidates. The entire candidate pool will be invited to take the assessment.  Candidates will receive a link to the Knockri assessment and will be able to complete the assessment at a time that is convenient for them, so long as it is before the assessment deadline set by the TBS. In addition, the candidates will be able to take the assessment in the official language of their choice (i.e., English or French). The Knockri platform has also been tested for accessibility in both official languages. 

After the assessment of candidates is complete, results will be used as one of several inputs to inform decision-making in the hiring process. For the proposed pilot project, TBS intends to review all candidates regardless of their assessment results. Before hiring managers use the system to support their decision-making, Knockri will host a training session that covers the proper interpretation of scores and how they can be used effectively in the overall decision-making process. 

As part of the proposed pilot project, the HR team will engage in research, where technically feasible, to evaluate the performance of the Knockri system. Performance testing will encompass an assessment of the accuracy of interview scores in comparison to human evaluation, as well as an examination of differences in assessment scores across diverse demographic groups. Further analysis will be carried out to quantify the time and resources saved through the utilization of behavioural attribute assessment automation. 

Candidates that are included in the proposed pilot project are not obligated to undergo the Knockri assessment and have the option to request accommodations or opt for an alternative assessment method. The alternative assessment will involve an in-person assessment of behavioural attributes that follows the same administration and scoring procedure used for the automated assessment. In addition to the option to request accommodations or an alternative selection procedure, candidates retain the right to challenge or appeal assessment results if they wish. After completing an assessment, candidates may also inquire about their score. This choice will be clearly communicated to candidates before they opt for the automated assessment.

The proposed pilot project is not designed to change the roles or responsibilities of the existing HR staff. The purpose of the proposed pilot is to examine the viability of implementing this system to achieve the stated goals. ","Les procédures de sélection sont utilisées afin d’améliorer les décisions d’embauche et renforcer l’équité et l’objectivité du processus d’embauche. Les entrevues constituent l’une des procédures de sélection les plus utilisées dans le cadre du processus d’embauche et sont estimés comme les meilleurs indicateurs du rendement au travail lorsqu’ils sont menés avec un degré élevé de structure par rapport à d’autres procédures de sélection couramment utilisées. Les entrevues peuvent être utilisées pour évaluer une gamme de caractéristiques des candidatures, y compris les attributs comportementaux. Dans le processus actuel au sein du Secrétariat du Conseil du Trésor (SCT), les entrevues avec les candidatures postulant à un emploi se déroulent en personne selon une approche structurée. Cependant, le temps et le coût associés à la conduite d’entrevues en personne font qu’il est difficile de questionner toutes les candidatures, à la fois dans un délai et à un coût raisonnable. De plus, les biais relatifs à l’évaluation sont une préoccupation lors du déroulement d’une entrevue structurée, quels que soient les efforts visant à les atténuer grâce à de la formation. Ces préoccupations ont conduit à l’exploration de solutions susceptibles de réduire le temps et les coûts associés à la conduite des entrevues, de résoudre les enjeux potentiels relatifs aux biais et de maintenir un degré élevé de structure et de rigueur dans le cadre du processus d’entrevue. La plateforme Knockri permet de mesurer les attributs comportementaux relatifs au rendement des membres du personnel au sein du SCT grâce à une entrevues comportemental structurée qui est administrée et notée automatiquement.

Dans le cadre du projet pilote proposé, la plateforme Knockri sera utilisée pour mesurer les attributs comportementaux des candidatures. Cette évaluation n’est pas destinée à remplacer la nécessité d’entrevues en personne à un stade ultérieur du processus de recrutement ou de contributions supplémentaires pertinentes sur le candidat, pour le poste, généralement utilisées dans le cadre d’une décision d’embauche.

L’objectif du projet pilote proposé est de réduire le temps et les coûts associés à la conduite des entrevues, de résoudre les enjeux potentiels relatifs aux biais et de maintenir un degré élevé de structure et de rigueur dans le cadre du processus d’entrevue. Offrir à toutes les candidatures des chances égales d’emploi au sein du gouvernement canadien.

La solution de l’entreprise Knockri en matière d’efforts pour l’acquisition de talents et le recrutement met l’accent sur trois avantages clés. Premièrement, l’automatisation accélère le processus de recrutement, réduisant de plusieurs mois à quelques jours le temps d’attente typique entre la candidature et l’évaluation des attributs comportementaux. Par exemple, l’évaluation comportementale de 400 candidatures effectuée au moyen d’entrevues en personne prendrait plus de 400 heures. Dans de nombreux cas, cela entraînerait des délais de recrutement extrêmement longs ou la présélection d’un sous-ensemble de candidatures à évaluer, ce qui signifierait que toutes les candidatures n’auraient pas les mêmes chances d’être évaluées. Grâce à l’automatisation, toutes les candidatures peuvent avoir la possibilité d’être évaluées et le processus d’évaluation est réalisé beaucoup plus rapidement. Cela peut améliorer l’expérience des candidatures et la recherche de talents externes sur un marché du travail concurrentiel. 

Le deuxième avantage est l’élimination des erreurs humaines, des incohérences et des biais, car les évaluateurs – des personnes humaines – sont exclus de l’évaluation des attributs comportementaux pertinents du travail. Enfin, la plateforme offre une approche hautement structurée pour planifier les évaluations, les administrer et évaluer les candidatures. La première étape du projet pilote proposé implique la détermination des attributs comportementaux qui seront mesurés au moyen de l’entrevue, l’élaboration de rubriques comportementales (c’est-à-dire une liste d’attributs comportementaux pertinents) et la création de questions d’entrevues basées sur le comportement pour chaque attribut mesuré au moyen de l’entrevue. Ce travail sera réalisé par une personne détenant un Ph. D. en psychologie industrielle et organisationnelle qui possède une vaste expérience dans l’élaboration et la validation d’évaluations psychométriques pour la sélection de personnels et se fera en collaboration avec l’équipe des RH du SCT. 

La prochaine étape du projet pilote proposé impliquera l’administration de l’évaluation au moyen de la plateforme Knockri. Le SCT propose de tester la plateforme Knockri pour évaluer les bassins de candidatures AS-01/AS-02 et EX-01. L’ensemble des candidatures sera invité à passer l’évaluation. Les candidatures recevront un lien vers l’évaluation au moyen de la plateforme Knockri et pourront terminer l’évaluation au moment qui leur convient, à condition que ce soit avant la date limite d’évaluation fixée par le SCT. De plus, les candidatures pourront passer l’évaluation dans la langue officielle de leur choix (c’est-à-dire l’anglais ou le français). La plateforme Knockri a également été mise à l’essai pour son accessibilité dans les deux langues officielles. 

Une fois l’évaluation des candidatures terminée, les résultats seront utilisés comme l’un des nombreux éléments d’information pour éclairer la prise de décision dans le cadre du processus d’embauche. Pour le projet pilote proposé, le SCT a l’intention de réviser toutes les candidatures, quels que soient leurs résultats à l’évaluation. Avant que les gestionnaires chargés du recrutement n’utilisent la plateforme afin de soutenir leur prise de décision, l’équipe de Knockri organisera une séance de formation qui couvrira l’interprétation adéquate des notes et la manière dont elles peuvent être utilisées efficacement dans l’ensemble du processus décisionnel. 

Dans le cadre du projet pilote proposé, l’équipe des RH effectuera des recherches, lorsque cela est techniquement possible, afin d’évaluer le rendement de la plateforme Knockri. Les essais concernant le rendement comprendront une évaluation de l’exactitude des notes d’entrevue par rapport à l’évaluation réalisée par des personnes humaines, ainsi qu’un examen des différences dans les notes d’évaluation entre divers groupes démographiques. Une analyse plus approfondie sera effectuée afin de quantifier les économies possibles en matière de temps et de ressources grâce à l’utilisation de l’automatisation de l’évaluation des attributs comportementaux. 

Les candidatures participant au projet pilote proposé ne sont pas tenues de se soumettre à l’évaluation au moyen de la plateforme Knockri et ont la possibilité de demander des mesures d’adaptation ou d’opter pour une autre méthode d’évaluation. L’autre méthode d’évaluation impliquera une évaluation en personne des attributs comportementaux qui suit la même procédure d’administration et de notation que celle utilisée pour l’évaluation automatisée. En plus de la possibilité de demander des mesures d’adaptation ou une procédure de sélection différente, les candidatures conservent le droit de contester ou de faire appel des résultats de l’évaluation, s’ils le souhaitent. Après avoir terminé une évaluation, les candidatures peuvent également se renseigner au sujet de leur note. Ce choix sera clairement communiqué aux candidatures avant qu’elles n’optent pour l’évaluation automatisée.

Le projet pilote proposé n’est pas conçu pour modifier les rôles ou les responsabilités du personnel des RH existant. Le but du projet pilote proposé est d’examiner la viabilité de la mise en œuvre de cette plateforme afin d’atteindre les objectifs énoncés. ",Y,submitted_translation,Y
